date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-03-27,-70.0,-31.0,-60.0,-58.0,-49.0,21.0
2020-03-28,-70.0,-29.0,-64.0,-55.0,-41.0,18.0
2020-03-29,-74.0,-35.0,-72.0,-59.0,-35.0,17.0
2020-03-30,-67.0,-28.0,-58.0,-58.0,-46.0,20.0
2020-03-31,-64.0,-23.0,-56.0,-55.0,-47.0,18.0
2020-04-01,-63.0,-23.0,-54.0,-55.0,-46.0,18.0
2020-04-02,-64.0,-23.0,-54.0,-56.0,-47.0,18.0
2020-04-03,-64.0,-17.0,-55.0,-53.0,-44.0,19.0
2020-04-04,-66.0,-16.0,-62.0,-51.0,-37.0,16.0
2020-04-05,-71.0,-26.0,-69.0,-57.0,-31.0,16.0
2020-04-06,-62.0,-16.0,-53.0,-52.0,-42.0,19.0
2020-04-07,-59.0,-12.0,-52.0,-50.0,-43.0,17.0
2020-04-08,-59.0,-8.0,-49.0,-49.0,-43.0,17.0
2020-04-09,-58.0,3.0,-45.0,-48.0,-45.0,16.0
2020-04-10,-78.0,-43.0,-62.0,-65.0,-68.0,23.0
2020-04-11,-65.0,-18.0,-62.0,-53.0,-40.0,17.0
2020-04-12,-70.0,-25.0,-69.0,-57.0,-30.0,15.0
2020-04-13,-63.0,-23.0,-54.0,-53.0,-42.0,19.0
2020-04-14,-62.0,-26.0,-55.0,-54.0,-44.0,18.0
2020-04-15,-62.0,-25.0,-54.0,-54.0,-44.0,18.0
2020-04-16,-65.0,-29.0,-58.0,-57.0,-46.0,19.0
2020-04-17,-62.0,-19.0,-56.0,-52.0,-42.0,19.0
2020-04-18,-66.0,-22.0,-62.0,-50.0,-34.0,16.0
2020-04-19,-72.0,-32.0,-71.0,-59.0,-31.0,17.0
2020-04-20,-64.0,-22.0,-56.0,-55.0,-43.0,19.0
2020-04-21,-76.0,-44.0,-63.0,-67.0,-64.0,23.0
2020-04-22,-63.0,-25.0,-57.0,-54.0,-42.0,18.0
2020-04-23,-63.0,-24.0,-53.0,-54.0,-43.0,17.0
2020-04-24,-67.0,-30.0,-63.0,-57.0,-43.0,20.0
2020-04-25,-66.0,-21.0,-64.0,-52.0,-34.0,16.0
2020-04-26,-73.0,-32.0,-72.0,-61.0,-30.0,17.0
2020-04-27,-64.0,-26.0,-58.0,-56.0,-40.0,19.0
2020-04-28,-61.0,-22.0,-54.0,-52.0,-41.0,15.0
2020-04-29,-61.0,-22.0,-52.0,-52.0,-40.0,17.0
2020-04-30,-61.0,-12.0,-52.0,-50.0,-41.0,16.0
2020-05-01,-78.0,-41.0,-63.0,-67.0,-65.0,24.0
2020-05-02,-66.0,-11.0,-61.0,-49.0,-33.0,16.0
2020-05-03,-73.0,-24.0,-70.0,-57.0,-27.0,16.0
2020-05-04,-62.0,-13.0,-53.0,-50.0,-38.0,17.0
2020-05-05,-61.0,-13.0,-53.0,-50.0,-40.0,17.0
2020-05-06,-60.0,-9.0,-49.0,-46.0,-39.0,16.0
2020-05-07,-59.0,-5.0,-48.0,-46.0,-39.0,16.0
2020-05-08,-59.0,-2.0,-51.0,-44.0,-36.0,17.0
2020-05-09,-60.0,2.0,-57.0,-42.0,-28.0,15.0
2020-05-10,-69.0,-10.0,-67.0,-48.0,-11.0,13.0
2020-05-11,-63.0,-18.0,-53.0,-50.0,-38.0,18.0
2020-05-12,-63.0,-18.0,-56.0,-51.0,-40.0,18.0
2020-05-13,-63.0,-20.0,-54.0,-51.0,-39.0,18.0
2020-05-14,-64.0,-18.0,-52.0,-52.0,-40.0,17.0
2020-05-15,-63.0,-13.0,-57.0,-49.0,-38.0,19.0
2020-05-16,-72.0,-30.0,-68.0,-62.0,-36.0,19.0
2020-05-17,-77.0,-34.0,-74.0,-64.0,-28.0,19.0
2020-05-18,-69.0,-27.0,-58.0,-57.0,-42.0,21.0
2020-05-19,-66.0,-25.0,-58.0,-55.0,-42.0,19.0
2020-05-20,-66.0,-24.0,-56.0,-53.0,-42.0,20.0
2020-05-21,-66.0,-20.0,-53.0,-52.0,-42.0,19.0
2020-05-22,-65.0,-16.0,-55.0,-50.0,-39.0,19.0
2020-05-23,-72.0,-28.0,-68.0,-58.0,-33.0,18.0
2020-05-24,-75.0,-27.0,-73.0,-58.0,-25.0,18.0
2020-05-25,-64.0,-16.0,-54.0,-51.0,-39.0,20.0
2020-05-26,-63.0,-17.0,-54.0,-49.0,-39.0,17.0
2020-05-27,-63.0,-17.0,-51.0,-47.0,-39.0,17.0
2020-05-28,-63.0,-15.0,-51.0,-48.0,-38.0,16.0
2020-05-29,-63.0,-11.0,-56.0,-48.0,-37.0,19.0
